Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenized,stopwords removal,steming_data,Sentiment
2025-07-09 13:15:46,Pengguna Google,5,Apk yang sangad ber manfaat dan selalu menguji iman kuat atau enggak buat chek out 🤭😹,Apk yang sangad ber manfaat dan selalu menguji iman kuat atau enggak buat chek out ,apk yang sangad ber manfaat dan selalu menguji iman kuat atau enggak buat chek out ,apk yang sangad ber manfaat dan selalu menguji iman kuat atau enggak buat chek out,"['apk', 'yang', 'sangad', 'ber', 'manfaat', 'dan', 'selalu', 'menguji', 'iman', 'kuat', 'atau', 'enggak', 'buat', 'chek', 'out']","['apk', 'sangad', 'ber', 'manfaat', 'menguji', 'iman', 'kuat', 'chek', 'out']",apk sangad ber manfaat uji iman kuat chek out,positif
2025-07-09 13:15:02,Pengguna Google,5,aplikasi belanja onlaen yg mudah d gunakan..murah2 ayo download,aplikasi belanja onlaen yg mudah d gunakanmurah ayo download,aplikasi belanja onlaen yg mudah d gunakanmurah ayo download,aplikasi belanja onlaen yang mudah di gunakanmurah ayo download,"['aplikasi', 'belanja', 'onlaen', 'yang', 'mudah', 'di', 'gunakanmurah', 'ayo', 'download']","['aplikasi', 'belanja', 'onlaen', 'mudah', 'gunakanmurah', 'ayo', 'download']",aplikasi belanja onlaen mudah gunakanmurah ayo download,Positif
2025-07-09 13:14:49,Pengguna Google,5,sejauh ini sih ok,sejauh ini sih ok,sejauh ini sih ok,sejauh ini sih ok,"['sejauh', 'ini', 'sih', 'ok']","['sih', 'ok']",sih ok,positif
2025-07-09 13:14:08,Pengguna Google,5,Aplikasi blanja paling bagus paling ok dlm mmberi pelayanan kpda pelanggan. tp tolong lebih di tingkatkan lg pelayanan nya. krna sy gak salah order gak nyampe tp sy ke blokir cod nya selama dua bulan. akhirnya terpaksa saya pindah lapak. klo cod lancar sy order pun lancar,Aplikasi blanja paling bagus paling ok dlm mmberi pelayanan kpda pelanggan tp tolong lebih di tingkatkan lg pelayanan nya krna sy gak salah order gak nyampe tp sy ke blokir cod nya selama dua bulan akhirnya terpaksa saya pindah lapak klo cod lancar sy order pun lancar,aplikasi blanja paling bagus paling ok dlm mmberi pelayanan kpda pelanggan tp tolong lebih di tingkatkan lg pelayanan nya krna sy gak salah order gak nyampe tp sy ke blokir cod nya selama dua bulan akhirnya terpaksa saya pindah lapak klo cod lancar sy order pun lancar,aplikasi blanja paling bagus paling ok dalam memberi pelayanan kpda pelanggan tapi tolong lebih di tingkatkan lagi pelayanan ya karena saya tidak salah order tidak sampai tapi saya ke blokir cod ya selama dua bulan akhirnya terpaksa saya pindah lapak kalau cod lancar saya order pun lancar,"['aplikasi', 'blanja', 'paling', 'bagus', 'paling', 'ok', 'dalam', 'memberi', 'pelayanan', 'kpda', 'pelanggan', 'tapi', 'tolong', 'lebih', 'di', 'tingkatkan', 'lagi', 'pelayanan', 'ya', 'karena', 'saya', 'tidak', 'salah', 'order', 'tidak', 'sampai', 'tapi', 'saya', 'ke', 'blokir', 'cod', 'ya', 'selama', 'dua', 'bulan', 'akhirnya', 'terpaksa', 'saya', 'pindah', 'lapak', 'kalau', 'cod', 'lancar', 'saya', 'order', 'pun', 'lancar']","['aplikasi', 'blanja', 'bagus', 'ok', 'pelayanan', 'kpda', 'pelanggan', 'tolong', 'tingkatkan', 'pelayanan', 'ya', 'salah', 'order', 'blokir', 'cod', 'ya', 'terpaksa', 'pindah', 'lapak', 'cod', 'lancar', 'order', 'lancar']",aplikasi blanja bagus ok layan kpda langgan tolong tingkat layan ya salah order blokir cod ya paksa pindah lapak cod lancar order lancar,positif
2025-07-09 13:13:35,Pengguna Google,5,graris ongkir mantabs,graris ongkir mantabs,graris ongkir mantabs,graris ongkir mantab,"['graris', 'ongkir', 'mantab']","['graris', 'ongkir', 'mantab']",graris ongkir mantab,Negatif
2025-07-09 13:12:45,Pengguna Google,3,"tolong di update soalx nga bisa belanja online,bru kali ini shopee bermasalah",tolong di update soalx nga bisa belanja onlinebru kali ini shopee bermasalah,tolong di update soalx nga bisa belanja onlinebru kali ini shopee bermasalah,tolong di update soalnya tidak bisa belanja onlinebru kali ini shopee bermasalah,"['tolong', 'di', 'update', 'soalnya', 'tidak', 'bisa', 'belanja', 'onlinebru', 'kali', 'ini', 'shopee', 'bermasalah']","['tolong', 'update', 'belanja', 'onlinebru', 'kali', 'shopee', 'bermasalah']",tolong update belanja onlinebru kali shopee masalah,negatif
2025-07-09 13:12:37,Pengguna Google,1,shoope kalau nya di buka aplikasi malah langsung masuk ke live streaming membuang kuota internet aja sama menguras daya baterai gimna sih tolong diperbaiki dan berikan peraturan yang sesuai jangan toko² yang asal² an,shoope kalau nya di buka aplikasi malah langsung masuk ke live streaming membuang kuota internet aja sama menguras daya baterai gimna sih tolong diperbaiki dan berikan peraturan yang sesuai jangan toko yang asal an,shoope kalau nya di buka aplikasi malah langsung masuk ke live streaming membuang kuota internet aja sama menguras daya baterai gimna sih tolong diperbaiki dan berikan peraturan yang sesuai jangan toko yang asal an,shoope kalau ya di buka aplikasi malah langsung masuk ke live streaming membuang kuota internet saja sama menguras daya baterai bagaimana sih tolong diperbaiki dan berikan peraturan yang sesuai jangan toko yang asal an,"['shoope', 'kalau', 'ya', 'di', 'buka', 'aplikasi', 'malah', 'langsung', 'masuk', 'ke', 'live', 'streaming', 'membuang', 'kuota', 'internet', 'saja', 'sama', 'menguras', 'daya', 'baterai', 'bagaimana', 'sih', 'tolong', 'diperbaiki', 'dan', 'berikan', 'peraturan', 'yang', 'sesuai', 'jangan', 'toko', 'yang', 'asal', 'an']","['shoope', 'ya', 'buka', 'aplikasi', 'langsung', 'masuk', 'live', 'streaming', 'membuang', 'kuota', 'internet', 'menguras', 'daya', 'baterai', 'sih', 'tolong', 'diperbaiki', 'peraturan', 'sesuai', 'toko', 'an']",shoope ya buka aplikasi langsung masuk live streaming buang kuota internet uras daya baterai sih tolong baik atur sesuai toko an,negatif
2025-07-09 13:12:14,Pengguna Google,5,"bagus,tapi masih ada kurangnya",bagustapi masih ada kurangnya,bagustapi masih ada kurangnya,bagustapi masih ada kurangnya,"['bagustapi', 'masih', 'ada', 'kurangnya']","['bagustapi', 'kurangnya']",bagustapi kurang,negatif
2025-07-09 13:12:04,Pengguna Google,5,semoga selalu amanah,semoga selalu amanah,semoga selalu amanah,semoga selalu amanah,"['semoga', 'selalu', 'amanah']","['semoga', 'amanah']",moga amanah,positif
2025-07-09 13:10:53,Pengguna Google,5,saya sangat suka beli barang dan makanan di sini murah dan kualitas nya bagus,saya sangat suka beli barang dan makanan di sini murah dan kualitas nya bagus,saya sangat suka beli barang dan makanan di sini murah dan kualitas nya bagus,saya sangat suka beli barang dan makanan di sini murah dan kualitas ya bagus,"['saya', 'sangat', 'suka', 'beli', 'barang', 'dan', 'makanan', 'di', 'sini', 'murah', 'dan', 'kualitas', 'ya', 'bagus']","['suka', 'beli', 'barang', 'makanan', 'murah', 'kualitas', 'ya', 'bagus']",suka beli barang makan murah kualitas ya bagus,positif
2025-07-09 13:09:08,Pengguna Google,5,selalu puas blnja di shopee,selalu puas blnja di shopee,selalu puas blnja di shopee,selalu puas belanja di shopee,"['selalu', 'puas', 'belanja', 'di', 'shopee']","['puas', 'belanja', 'shopee']",puas belanja shopee,positif
2025-07-09 13:09:00,Pengguna Google,5,mqntap dan puas semoga pelayanan ttp baik,mqntap dan puas semoga pelayanan ttp baik,mqntap dan puas semoga pelayanan ttp baik,mqntap dan puas semoga pelayanan tetap baik,"['mqntap', 'dan', 'puas', 'semoga', 'pelayanan', 'tetap', 'baik']","['mqntap', 'puas', 'semoga', 'pelayanan']",mqntap puas moga layan,positif
2025-07-09 13:07:12,Pengguna Google,2,"kenapa fitur blokir malah di ilangin kocak, kita mau memblokir pembeli nakal malah gak bisa jangan tumpul ke pembeli aja tapi tajam ke penjual, dasar",kenapa fitur blokir malah di ilangin kocak kita mau memblokir pembeli nakal malah gak bisa jangan tumpul ke pembeli aja tapi tajam ke penjual dasar,kenapa fitur blokir malah di ilangin kocak kita mau memblokir pembeli nakal malah gak bisa jangan tumpul ke pembeli aja tapi tajam ke penjual dasar,kenapa fitur blokir malah di ilangin kocak kita mau memblokir pembeli nakal malah tidak bisa jangan tumpul ke pembeli saja tapi tajam ke penjual dasar,"['kenapa', 'fitur', 'blokir', 'malah', 'di', 'ilangin', 'kocak', 'kita', 'mau', 'memblokir', 'pembeli', 'nakal', 'malah', 'tidak', 'bisa', 'jangan', 'tumpul', 'ke', 'pembeli', 'saja', 'tapi', 'tajam', 'ke', 'penjual', 'dasar']","['fitur', 'blokir', 'ilangin', 'kocak', 'memblokir', 'pembeli', 'nakal', 'tumpul', 'pembeli', 'tajam', 'penjual', 'dasar']",fitur blokir ilangin kocak blokir beli nakal tumpul beli tajam jual dasar,negatif
2025-07-09 13:05:44,Pengguna Google,5,dengan hormat saya aplikasi shopee sangat membatu saya segala urusan semoga lancar terus aplikasi shopee 💪💪💪,dengan hormat saya aplikasi shopee sangat membatu saya segala urusan semoga lancar terus aplikasi shopee ,dengan hormat saya aplikasi shopee sangat membatu saya segala urusan semoga lancar terus aplikasi shopee ,dengan hormat saya aplikasi shopee sangat membatu saya segala urusan semoga lancar terus aplikasi shopee,"['dengan', 'hormat', 'saya', 'aplikasi', 'shopee', 'sangat', 'membatu', 'saya', 'segala', 'urusan', 'semoga', 'lancar', 'terus', 'aplikasi', 'shopee']","['hormat', 'aplikasi', 'shopee', 'membatu', 'urusan', 'semoga', 'lancar', 'aplikasi', 'shopee']",hormat aplikasi shopee batu urus moga lancar aplikasi shopee,negatif
2025-07-09 13:05:36,Pengguna Google,5,fine,fine,fine,fine,['fine'],['fine'],fine,positif
2025-07-09 13:05:19,Pengguna Google,5,semoga lebih baik,semoga lebih baik,semoga lebih baik,semoga lebih baik,"['semoga', 'lebih', 'baik']",['semoga'],moga,positif
2025-07-09 13:05:14,Pengguna Google,5,mantep,mantep,mantep,mantap,['mantap'],['mantap'],mantap,positif
2025-07-09 13:05:07,Pengguna Google,3,diskonnya gak sebanyak shoopee malaysia,diskonnya gak sebanyak shoopee malaysia,diskonnya gak sebanyak shoopee malaysia,diskonnya tidak sebanyak shoopee malaysia,"['diskonnya', 'tidak', 'sebanyak', 'shoopee', 'malaysia']","['diskonnya', 'shoopee', 'malaysia']",diskon shoopee malaysia,positif
2025-07-09 13:04:50,Pengguna Google,3,"Aplikasinya aman-aman saja. Yang jadi masalah adalah ekspedisinya, semakin ke sini semakin buruk. Sudah beberapa kali pesan barang datangnya sangat melebihi waktu estimasi tiba; walaupun pemesanan bukan di tanggal kembar (yang, katanya, traffic pesanan sibuk). Percuma kalo ada opsi hemat, standar atau kargo, karena pesanan selalu datang terlambat. Voucher tepat waktunya pun tidak menyelesaikan apa-apa; karena bagi pembeli ketepatan waktu lebih utama.",Aplikasinya amanaman saja Yang jadi masalah adalah ekspedisinya semakin ke sini semakin buruk Sudah beberapa kali pesan barang datangnya sangat melebihi waktu estimasi tiba walaupun pemesanan bukan di tanggal kembar yang katanya traffic pesanan sibuk Percuma kalo ada opsi hemat standar atau kargo karena pesanan selalu datang terlambat Voucher tepat waktunya pun tidak menyelesaikan apaapa karena bagi pembeli ketepatan waktu lebih utama,aplikasinya amanaman saja yang jadi masalah adalah ekspedisinya semakin ke sini semakin buruk sudah beberapa kali pesan barang datangnya sangat melebihi waktu estimasi tiba walaupun pemesanan bukan di tanggal kembar yang katanya traffic pesanan sibuk percuma kalo ada opsi hemat standar atau kargo karena pesanan selalu datang terlambat voucher tepat waktunya pun tidak menyelesaikan apaapa karena bagi pembeli ketepatan waktu lebih utama,aplikasinya amanaman saja yang jadi masalah adalah ekspedisinya semakin ke sini semakin buruk sudah beberapa kali pesan barang datangnya sangat melebihi waktu estimasi tiba walaupun pemesanan bukan di tanggal kembar yang katanya traffic pesanan sibuk percuma kalau ada opsi hemat standar atau kargo karena pesanan selalu datang terlambat voucher tepat waktunya pun tidak menyelesaikan apaapa karena bagi pembeli ketepatan waktu lebih utama,"['aplikasinya', 'amanaman', 'saja', 'yang', 'jadi', 'masalah', 'adalah', 'ekspedisinya', 'semakin', 'ke', 'sini', 'semakin', 'buruk', 'sudah', 'beberapa', 'kali', 'pesan', 'barang', 'datangnya', 'sangat', 'melebihi', 'waktu', 'estimasi', 'tiba', 'walaupun', 'pemesanan', 'bukan', 'di', 'tanggal', 'kembar', 'yang', 'katanya', 'traffic', 'pesanan', 'sibuk', 'percuma', 'kalau', 'ada', 'opsi', 'hemat', 'standar', 'atau', 'kargo', 'karena', 'pesanan', 'selalu', 'datang', 'terlambat', 'voucher', 'tepat', 'waktunya', 'pun', 'tidak', 'menyelesaikan', 'apaapa', 'karena', 'bagi', 'pembeli', 'ketepatan', 'waktu', 'lebih', 'utama']","['aplikasinya', 'amanaman', 'ekspedisinya', 'buruk', 'kali', 'pesan', 'barang', 'datangnya', 'melebihi', 'estimasi', 'pemesanan', 'tanggal', 'kembar', 'traffic', 'pesanan', 'sibuk', 'opsi', 'hemat', 'standar', 'kargo', 'pesanan', 'terlambat', 'voucher', 'menyelesaikan', 'apaapa', 'pembeli', 'ketepatan', 'utama']",aplikasi amanaman ekspedisi buruk kali pesan barang datang lebih estimasi mesan tanggal kembar traffic pesan sibuk opsi hemat standar kargo pesan lambat voucher selesai apaapa beli tepat utama,negatif
2025-07-09 13:04:21,Pengguna Google,5,"sangat membantu membeli kebutuhan dan menghasilkan uang juga,dan pembayaran yang sangat mudah dengan berbagai varian.",sangat membantu membeli kebutuhan dan menghasilkan uang jugadan pembayaran yang sangat mudah dengan berbagai varian,sangat membantu membeli kebutuhan dan menghasilkan uang jugadan pembayaran yang sangat mudah dengan berbagai varian,sangat membantu membeli kebutuhan dan menghasilkan uang jugadan pembayaran yang sangat mudah dengan berbagai varian,"['sangat', 'membantu', 'membeli', 'kebutuhan', 'dan', 'menghasilkan', 'uang', 'jugadan', 'pembayaran', 'yang', 'sangat', 'mudah', 'dengan', 'berbagai', 'varian']","['membantu', 'membeli', 'kebutuhan', 'menghasilkan', 'uang', 'jugadan', 'pembayaran', 'mudah', 'varian']",bantu beli butuh hasil uang jugadan bayar mudah varian,Positif
2025-07-09 13:03:54,Pengguna Google,4,mau mengubah no hp kok susah banget..padahal no yg lama sudah gak dipakai,mau mengubah no hp kok susah bangetpadahal no yg lama sudah gak dipakai,mau mengubah no hp kok susah bangetpadahal no yg lama sudah gak dipakai,mau mengubah no hp kok susah bangetpadahal no yang lama sudah tidak dipakai,"['mau', 'mengubah', 'no', 'hp', 'kok', 'susah', 'bangetpadahal', 'no', 'yang', 'lama', 'sudah', 'tidak', 'dipakai']","['mengubah', 'no', 'hp', 'susah', 'bangetpadahal', 'no', 'dipakai']",ubah no hp susah bangetpadahal no pakai,negatif
2025-07-09 12:58:05,Pengguna Google,5,selalu mudah dengan shopee walau bnyak yang modusan... hehe,selalu mudah dengan shopee walau bnyak yang modusan hehe,selalu mudah dengan shopee walau bnyak yang modusan hehe,selalu mudah dengan shopee walau banyak yang modusan hehe,"['selalu', 'mudah', 'dengan', 'shopee', 'walau', 'banyak', 'yang', 'modusan', 'hehe']","['mudah', 'shopee', 'modusan', 'hehe']",mudah shopee modus hehe,negatif
2025-07-09 12:56:58,Pengguna Google,5,"apk bagus,belanja mudah, respons cepat",apk bagusbelanja mudah respons cepat,apk bagusbelanja mudah respons cepat,apk bagusbelanja mudah respons cepat,"['apk', 'bagusbelanja', 'mudah', 'respons', 'cepat']","['apk', 'bagusbelanja', 'mudah', 'respons', 'cepat']",apk bagusbelanja mudah respons cepat,positif
2025-07-09 12:55:58,Pengguna Google,5,"bagus nggak ngecewain, terimakasih",bagus nggak ngecewain terimakasih,bagus nggak ngecewain terimakasih,bagus tidak ngecewain terimakasih,"['bagus', 'tidak', 'ngecewain', 'terimakasih']","['bagus', 'ngecewain', 'terimakasih']",bagus ngecewain terimakasih,positif
2025-07-09 12:55:19,Pengguna Google,5,sopy sngt mmuaskannnnnn😘😘,sopy sngt mmuaskannnnnn,sopy sngt mmuaskannnnnn,sopy sangat mmuaskannnnnn,"['sopy', 'sangat', 'mmuaskannnnnn']","['sopy', 'mmuaskannnnnn']",sopy mmuaskannnnnn,Negatif
2025-07-09 12:54:51,Pengguna Google,5,pengiriman cepat dan gak pake lama buat nunggu 👍👍,pengiriman cepat dan gak pake lama buat nunggu ,pengiriman cepat dan gak pake lama buat nunggu ,pengiriman cepat dan tidak pakai lama buat menunggu,"['pengiriman', 'cepat', 'dan', 'tidak', 'pakai', 'lama', 'buat', 'menunggu']","['pengiriman', 'cepat', 'pakai', 'menunggu']",kirim cepat pakai tunggu,positif
2025-07-09 12:54:47,Pengguna Google,5,"smoga lebih baik lagi memilik toko"" yng amanah",smoga lebih baik lagi memilik toko yng amanah,smoga lebih baik lagi memilik toko yng amanah,semoga lebih baik lagi memilik toko yang amanah,"['semoga', 'lebih', 'baik', 'lagi', 'memilik', 'toko', 'yang', 'amanah']","['semoga', 'memilik', 'toko', 'amanah']",moga milik toko amanah,positif
2025-07-09 12:54:38,Pengguna Google,5,membantu dalam berbelanja khususnya yang tidak bisa setiap waktu ke pasar kalau ada kebutuhan mendesak,membantu dalam berbelanja khususnya yang tidak bisa setiap waktu ke pasar kalau ada kebutuhan mendesak,membantu dalam berbelanja khususnya yang tidak bisa setiap waktu ke pasar kalau ada kebutuhan mendesak,membantu dalam berbelanja khususnya yang tidak bisa setiap waktu ke pasar kalau ada kebutuhan mendesak,"['membantu', 'dalam', 'berbelanja', 'khususnya', 'yang', 'tidak', 'bisa', 'setiap', 'waktu', 'ke', 'pasar', 'kalau', 'ada', 'kebutuhan', 'mendesak']","['membantu', 'berbelanja', 'pasar', 'kebutuhan', 'mendesak']",bantu belanja pasar butuh desak,negatif
2025-07-09 12:53:22,Pengguna Google,1,Iklan nya mengganggu kan katanya gratis ongkir ehh ternyata harus bayar juga mana mahal lagi,Iklan nya mengganggu kan katanya gratis ongkir ehh ternyata harus bayar juga mana mahal lagi,iklan nya mengganggu kan katanya gratis ongkir ehh ternyata harus bayar juga mana mahal lagi,iklan ya mengganggu kan katanya gratis ongkir eh ternyata harus bayar juga mana mahal lagi,"['iklan', 'ya', 'mengganggu', 'kan', 'katanya', 'gratis', 'ongkir', 'eh', 'ternyata', 'harus', 'bayar', 'juga', 'mana', 'mahal', 'lagi']","['iklan', 'ya', 'mengganggu', 'gratis', 'ongkir', 'eh', 'bayar', 'mahal']",iklan ya ganggu gratis ongkir eh bayar mahal,positif
2025-07-09 12:52:01,Pengguna Google,5,sangat membantu apa yang saya butuhkan.,sangat membantu apa yang saya butuhkan,sangat membantu apa yang saya butuhkan,sangat membantu apa yang saya butuhkan,"['sangat', 'membantu', 'apa', 'yang', 'saya', 'butuhkan']","['membantu', 'butuhkan']",bantu butuh,negatif
2025-07-09 12:51:47,Pengguna Google,5,"pokoknya buat shopee dan seller2nya moga kalian semua amanah trus,,dan sukses trus",pokoknya buat shopee dan sellernya moga kalian semua amanah trusdan sukses trus,pokoknya buat shopee dan sellernya moga kalian semua amanah trusdan sukses trus,pokoknya buat shopee dan sellernya moga kalian semua amanah trusdan sukses terus,"['pokoknya', 'buat', 'shopee', 'dan', 'sellernya', 'moga', 'kalian', 'semua', 'amanah', 'trusdan', 'sukses', 'terus']","['pokoknya', 'shopee', 'sellernya', 'moga', 'amanah', 'trusdan', 'sukses']",pokok shopee sellernya moga amanah trusdan sukses,positif
